"year_of_first_job","industry","school_graduated","sex","monthly_salary_unadjusted","cumulative_inflation","monthly_salary_adjusted","offer_negotiated","other_details"
2016,"Advertising","University of the Philippines - Diliman","Female",72000,1.183,85176,"No",""
2018,"Construction and Engineering","University of the Philippines - Diliman","Female",20000,1.136,22720,"No",""
2019,"Government","University of Santos Tomas","Male",11000,1.08,11880,"No","Also have done things out of contract like graphics design which obviously wouldve made my salary bigger."
2018,"Technology","Ateneo de Manila University","Female",45000,1.136,51120,"No","Fresh graduate "
2016,"Government","Other universities","Female",15000,1.183,17745,"No",""
2013,"Other industries","Other universities","Male",10000,1.265,12650,"No",""
2019,"Logistics","Ateneo de Manila University","Female",25000,1.08,27000,"No",""
2018,"Technology","Ateneo de Manila University","Female",20000,1.136,22720,"No","I asked for 20,000Php not knowing what the average asking salary was for my course and school, so I asked the lowest reasonable amount I could ask for as a fresh grad."
2018,"Business Process Outsourcing","University of Santos Tomas","Female",28000,1.136,31808,"No",""
2012,"Media and Communication","Ateneo de Manila University","Male",16000,1.3014,20822.4,"Yes",""
2019,"Technology","Other universities","Male",13000,1.08,14040,"Yes","I live on my own and pay my rent. During the interview, they asked me about my expected salary and I answered 16,000Php."
2017,"Manufacturing","University of the Philippines - Diliman","Female",16500,1.168,19272,"Yes","I got the highest offer among other fresh graduates from other schools that were also hired. It was a 6-day workweek."
2017,"Media and Communication","Polytechnic University of the Philippines - Manila","Female",16000,1.168,18688,"No","Got absorbed after my internship."
2017,"Accounting","Other universities","Female",18500,1.168,21608,"No","We have a salary increase every year."
2019,"Manufacturing","University of Santos Tomas","Female",49500,1.08,53460,"No",""
2018,"Other industries","University of the Philippines - Diliman","Female",25000,1.136,28400,"No",""
2019,"Marketing","University of the Philippines - Diliman","Male",28150,1.08,30402,"No","I really do not know how to negotiate in terms of salary, it would really be a good plus to know; There is OT Pay and up to 16th month bonus"
2019,"Other industries","Polytechnic University of the Philippines - Manila","Male",27000,1.08,29160,"No",""
2016,"Technology","University of the Philippines - Los Baños","Male",40000,1.183,47320,"Yes","Less hours, less pay. Remote work, if full time it would be 55k"
2006,"Utilities","Mapua University - Intramuros","Male",9000,1.736,15624,"No",""
2019,"Healthcare","Other universities","Female",14000,1.08,15120,"No","N/A"
2015,"Other industries","Other universities","Female",20000,1.191,23820,"Yes","Asked for higher pay, but they could only provide above mentioned rate."
2019,"Technology","University of the Philippines - Diliman","Female",17000,1.08,18360,"Yes",""
2019,"Transportation","University of Santos Tomas","Female",20000,1.08,21600,"No","Thought 20k was already high bc in college, profs would tell us that employers usually only offer 15-17k for fresh grads. "
2018,"Government","Other universities","Female",15000,1.136,17040,"No","It was so hard to get a job back then that I gave in to this contractual job offer. I need to take it since my mom depends on me. But it was a struggle for me since it’s not enough to compensate our needs (medicines, bills, rent). "
2018,"Advertising","UP System University","Female",18500,1.136,21016,"No",""
2013,"Technology","University of the Philippines - Los Baños","Male",15000,1.265,18975,"No",""
2020,"Arts and Design","UP System University","Male",17000,1.053,17901,"Yes",""
2018,"Finance","Ateneo System University","Male",41000,1.136,46576,"Yes",""
2018,"Technology","University of the Philippines - Diliman","Female",15000,1.136,17040,"No","I asked for a 15-18k salary range, thinking it's better and enough than settling for the minimum wage which is around 13k per month. I am aware most architectural firms offer minimum wage for fresh graduates. To be a designer in this country is hell."
2019,"Technology","University of Santos Tomas","Female",16000,1.08,17280,"Yes","Originally, I asked for 18k because my other friends started with 20k with the same position, but my firm told me that they offer 18k+ to regular employees only so I settled with 16k"
2016,"Human Relations","University of the Philippines - Diliman","Female",39000,1.183,46137,"No","Breakdown of salary is as follows:

20,000 - base salary
15,000 - language premium
4,000 - food + laundry + miscellaneous allowances"
2018,"Accounting","De La Salle University - Manila","Female",14000,1.136,15904,"No","I didn’t cause they said it’s pretty standard"
2019,"Technology","Other universities","Male",15000,1.08,16200,"No",""
2019,"Other industries","UP System University","Female",16000,1.08,17280,"No",""
2019,"Finance","Other universities","Female",18000,1.08,19440,"No",""
2016,"Construction and Engineering","University of the Philippines - Diliman","Male",12500,1.183,14787.5,"No",""
2018,"Other industries","University of Santos Tomas","Female",17000,1.136,19312,"No",""
2013,"Technology","N/A (Unspecified)","Not specified/Unclear",11000,1.265,13915,"Unspecified",""
2019,"Media and Communication","University of the Philippines - Los Baños","Female",20000,1.08,21600,"No","6-month contractual (with byline but without credit in the masthead); work culture was bad so I didn't stay until regularization"
2019,"Construction and Engineering","Other universities","Female",16000,1.08,17280,"No",""
2019,"Hospitality","UP System University","Female",17000,1.08,18360,"Yes",""
2018,"Manufacturing","University of the Philippines - Diliman","Female",30000,1.136,34080,"No",""
2019,"Other industries","De La Salle University - Manila","Male",12000,1.08,12960,"No",""
2019,"Oil and Gas","De La Salle University - Manila","Male",51000,1.08,55080,"No","Management Trainee program"
2018,"Finance","Ateneo System University","Female",27000,1.136,30672,"No","On top of monthly salary, we have up to 16th month pay (quarterly bonus equivalent to monthly salary) "
2018,"Government","Other universities","Female",4000,1.136,4544,"No","Output based .House to house kapagod"
2017,"Agriculture","University of Santos Tomas","Male",20000,1.168,23360,"No",""
2017,"Hospitality","Other universities","Female",12506,1.168,14607.008,"No",""
2011,"Government","UP System University","Male",12000,1.365,16380,"No",""
2016,"Healthcare","Other universities","Male",7810,1.183,9239.23,"No",""
2012,"Finance","Other universities","Male",12200,1.3014,15877.08,"No",""
2018,"Beauty and Fashion","Other universities","Female",12000,1.136,13632,"No","Although it’s input from other industries, I always hear that the usual starting pay is PHP9000 so I decided not to negotiate."
2013,"Technology","Other universities","Female",11000,1.265,13915,"No",""
2019,"Advertising","Other universities","Male",18000,1.08,19440,"No",""
2018,"Finance","University of Santos Tomas","Male",27000,1.136,30672,"No",""
2019,"Marketing","University of Santos Tomas","Female",20000,1.08,21600,"No",""
2018,"Academe & Education","Ateneo System University","Male",13000,1.136,14768,"Yes",""
2011,"Oil and Gas","University of the Philippines - Diliman","Male",23000,1.365,31395,"No",""
2014,"Utilities","University of the Philippines - Diliman","Female",60000,1.234,74040,"No","Plus transport allowance of 17000 php"
2011,"Healthcare","University of the Philippines - Diliman","Female",12000,1.365,16380,"No","Non-negotiable salary"
2010,"Finance","Other universities","Male",20000,1.417,28340,"No",""
2017,"Technology","De La Salle University - Manila","Female",24000,1.168,28032,"No",""
2019,"Other industries","Ateneo System University","Male",22000,1.08,23760,"No","Indicated salary is basic salary only. Adding the allowances + other benefits would amount up to 30k per month. The company also gives quarterly bonuses + company shares/stocks to people on a specific salary grade level. "
2015,"Academe & Education","Polytechnic University of the Philippines - Manila","Female",11000,1.191,13101,"Yes","Tried to negotiate but since I was a fresh grad with no work experience they gave me the minimum wage."
2019,"Media and Communication","University of San Carlos","Female",17000,1.08,18360,"No",""
2018,"Other industries","Other universities","Female",17000,1.136,19312,"No","As a fresh grad, I wasn't aware that you can negotiate your salary with your employer. I wasn't also sure what should be my expected salary so I just agreed what my employer offered to me because I really wanted to have a job already."
2019,"Government","UP System University","Female",24900,1.08,26892,"No","It was a job order. "
2019,"Construction and Engineering","University of Santos Tomas","Female",21000,1.08,22680,"No",""
2010,"Technology","De La Salle University - Manila","Female",16000,1.417,22672,"No",""
2018,"Non-Government Organization","Ateneo de Manila University","Female",18000,1.136,20448,"No",""
2016,"Finance","Other universities","Female",12000,1.183,14196,"No",""
2016,"Advertising","Ateneo de Manila University","Female",14500,1.183,17153.5,"No","I made the mistake of giving my lowest desirable rate (17k) and was windled down to the final amount."
2016,"Government","University of Santos Tomas","Male",39000,1.183,46137,"No",""
2019,"Manufacturing","University of the Philippines - Diliman","Female",49500,1.08,53460,"No",""
2019,"Other industries","University of the Philippines - Los Baños","Female",22000,1.08,23760,"Yes","Was regularized 6mos after and received an 8k increase "
2015,"Finance","Other universities","Female",10800,1.191,12862.8,"No",""
